date,id,data,extra,feedback
6/12/13,0466BC25-C888-B26D-607C-CA57BBE4554E,"19,67,20,100,1,0,2,0,13,0,15,0,12,100,4,16,18,99,11,100,17,100,6,99,10,8,16,0,9,11,7,0,5,100,3,75,14,0,8,0,20,0,19,-98,10,100,13,100,16,100,9,0,15,0,1,0,4,-76,3,0,2,0,5,-100,8,100,11,-100,7,0,12,0,6,-100,17,0,14,100,18,0","2,28,6,9,16.2153,23","If B was off track and was pushed in the right direction by A the A caused it.  If I could tell that B was or was not going throught the gate anyway, the  A had no impact."
6/12/13,BF6DD13C-B967-ED8B-3123-CA588845F0F8,"19,24,20,94,4,64,12,100,11,100,2,0,13,0,3,75,17,100,14,0,1,0,6,100,7,0,10,31,16,20,15,79,18,100,5,100,8,0,9,61,19,-100,20,57,1,1,13,100,11,-100,12,14,14,100,16,100,2,-14,18,45,17,53,15,39,9,-59,10,73,8,100,4,-49,7,-8,3,-69,5,-100,6,-100","1,28,4,10,16.6686,23","I was careful to distinguish between time A actually aided and times when A got B through the hole but B was headed there anyway. When B was clearly going through the hole and A prevent, I made a very strong statement on the scale. It helped to have the first part of the experiment so I could see how B moved and when it would make it through the gate. The brick also made it very easy to tell if B would make it or not. The teleport was a little more difficult, and if A had also used the teleport I could see getting myself more confused."
6/12/13,D3B996CD-E0E8-1231-4A77-CA597A40850C,"19,83,20,19,17,0,18,23,14,0,16,37,7,100,6,100,15,24,5,86,4,32,9,87,11,85,3,17,1,17,8,17,10,68,12,95,13,10,2,2,20,100,19,-95,15,67,7,0,5,-91,17,0,16,47,2,-65,14,87,1,0,18,0,11,-69,3,-40,8,75,4,-76,13,0,12,0,10,75,6,0,9,0","1,26,7,8,16.410583333333335,23",There were many situations where A caused B to go through the gate. Especially when B was coming from one of the corner angles.
7/12/13,DC088669-3A56-0EA5-AC4E-CA5ADC1D0DB8,"19,95,20,92,10,96,11,91,7,28,14,6,6,97,15,32,18,95,13,3,5,96,3,7,17,88,8,9,4,95,1,6,2,26,16,19,12,90,9,95,20,50,19,-23,14,59,12,30,7,0,6,-49,17,0,3,-94,9,-88,2,0,18,0,4,0,16,0,10,74,15,0,8,0,13,82,11,-93,5,-69,1,0","2,23,2,10,16.482383333333335,23",when it would not have gone through otherwise.When it would have gone through if they did not collide.
7/12/13,20274ABE-13A1-864E-BFFE-CA5BA1DF7AB9,"20,19,19,8,12,18,7,16,13,20,11,100,14,15,2,2,10,6,4,50,9,7,18,87,17,97,15,76,16,15,1,0,6,83,5,89,3,87,8,13,20,49,19,-94,18,0,6,-81,2,0,5,-82,13,92,10,40,17,0,9,0,4,-60,8,77,11,-82,14,100,12,0,3,-73,15,0,16,60,1,0,7,0","1,28,6,10,17.589966666666665,23","I thought that it caused the red ball to go through when it forced it into the path where the hole was and when it pushed it into the teleport. Sometimes instead of the red ball hitting the brick, the gray ball had it bounce into the wall and into the hole. It prevented the red ball going into the hole when it'd force it out of the pathway it was going and into another direction."
7/12/13,A7461C70-36C9-28B0-08EB-CA5BFEE5771D,"20,30,19,68,11,100,14,0,15,32,6,100,7,19,10,35,18,20,17,100,9,42,13,0,4,65,5,100,3,34,2,57,8,0,12,100,1,0,16,29,20,52,19,-100,17,0,8,100,10,43,1,-1,4,-46,2,-33,12,0,11,-100,14,100,9,-76,18,0,7,-19,15,44,6,-100,16,100,5,-100,3,-72,13,48","1,28,8,8,17.845966666666666,23","A caused B to go through the hole when B's route would have not allowed it to cross the gate but A changed its route and thus the outcome. On the other hand, A prevented B from getting through the gate when it interfered with B's projectory and angle. I used intermediate values when I wasn't sure whether B would have crossed it anyway. The brick and teleport only influenced my decision if they were on B's route or on (in the case of the teleport)."
7/12/13,135CE6DF-C5B6-5F93-F451-CA5A09215967,"20,100,19,100,1,0,9,99,10,100,2,0,15,100,16,0,7,0,18,100,3,0,4,100,13,0,11,100,14,0,5,100,17,100,12,100,6,100,8,0,19,-100,20,100,10,95,12,100,15,100,14,100,11,-100,7,0,5,-100,13,100,16,99,2,0,3,0,9,-50,17,57,4,-100,1,0,8,100,18,0,6,-100","1,30,1,10,19.3381,23",A caused B to go through the gate when B would not have done so on its own.A prevented B from going through the gate when B would have gone through on its own.Intermediate values were chosen when it was unclear if B was going to go through the gate on its own.
7/12/13,B9B49768-6D88-B7A7-BE5A-CA5A822573BF,"20,99,19,100,3,100,11,100,1,0,12,100,17,100,13,0,5,100,10,100,16,0,14,0,4,0,7,0,9,100,8,0,15,0,2,0,18,100,6,100,19,100,20,0,5,-100,15,0,4,-100,9,0,16,100,2,0,1,0,7,0,18,0,11,-100,13,100,6,-100,10,100,3,-100,17,0,8,100,14,100,12,0","2,47,3,10,20.272283333333334,23","If A caused the path to veer toward the gate or into the teleport, it went through. If A caused it to veer away from the gate or teleport, oit prevented it. Th ebrick and teleport were additional variables in the bounce or path calculations."
7/12/13,D473A4BD-E41F-3455-4A91-CA5D19EB8380,"19,8,20,90,16,68,17,13,4,86,3,100,1,0,7,0,2,0,14,0,18,100,9,81,8,0,6,100,5,100,10,66,13,0,11,100,15,72,12,100,19,-100,20,0,5,-100,14,100,3,-71,17,0,8,100,7,0,18,0,12,0,11,-100,9,-69,6,-100,2,0,4,-37,10,50,16,82,15,53,1,0,13,100","1,24,3,10,16.927516666666666,23","When B was originally blocked by a brick or was following a trajectory that never would have gone into the gate, but ended up going in because of A's impact, A caused B to go into the gate. Conversely, when B was on a clear trajectory but missed because of A's impact, A caused B to miss the gate. I used intermediate values when I was unsure if B would have gone in without A's interference. The brick and teleport often changed B's trajectory enough to go into the gate when it never would have by itself."
7/12/13,4E276324-55C6-B0DC-5F41-C5362E480351,"19,18,20,81,5,0,8,0,17,11,13,0,16,14,7,100,4,7,18,15,6,100,14,85,11,100,15,100,2,0,3,99,12,100,9,98,10,28,1,0,19,-100,20,0,16,24,14,100,17,42,4,-100,11,-100,7,0,2,0,9,-9,6,-100,5,0,10,100,18,88,12,17,8,100,15,8,1,-7,13,100,3,-100","1,48,8,10,19.9324,23",If B was gonna go through the hole anyway or not go through the hole anyway I used intermediate values. Otherwise if A pushed B and B either did or didn't go through the gate I was absolute.
